name,rating,cost,cuisine,rating_count_num,city
NAFEEZ PAKKADA STALL,3.89446135316808,250.0,"Chinese,Indian",0.0,Chennai
Vaishno Thali,4.3,250.0,"North Indian,Indian",100.0,Chennai
Althaf food court,4.0,300.0,"Chinese,Biryani",100.0,Chennai
Ice Cube Snacks & Juices,3.89446135316808,200.0,"Snacks,Arabian",0.0,Chennai
Valga Vallumudan,4.2,150.0,South Indian,100.0,Chennai
Sweet Truth - Cake and Desserts,4.1,450.0,"Ice Cream,Bakery",100.0,Chennai
Madurai Special Jigarthanda,4.1,200.0,Beverages,20.0,Chennai
SRI SAI LAKSHMI FOOD,4.2,250.0,South Indian,100.0,Chennai
Pandiaas Multi Cuisine Restaurant,3.9,300.0,"North Indian,Chinese",100.0,Chennai
Hotel Arokya Home Made Food,3.89446135316808,200.0,"South Indian,Fast Food",0.0,Chennai
Nellai Unavagam,4.4,100.0,South Indian,50.0,Chennai
SS Restaurant,4.2,300.0,Chinese,50.0,Chennai
Dhee Grill,3.89446135316808,200.0,Indian,0.0,Chennai
Suguna hyderabad biriyani,3.89446135316808,400.0,"Arabian,Tandoor",0.0,Chennai
Kolathur Classic Fast Food,3.8,300.0,Chinese,50.0,Chennai
HOME CROWN,3.89446135316808,300.0,"Bakery,Beverages",0.0,Chennai
VANAMAGAN CHETTINAD UNAVAGAM,3.89446135316808,300.0,Indian,0.0,Chennai
mfresh,3.7,300.0,"Bakery,Pastas",20.0,Chennai
Feast Cake,3.89446135316808,300.0,Bakery,0.0,Chennai
Street Kitchen,3.9,400.0,"Biryani,Chettinad",100.0,Chennai
Sri Madhavan Mess,4.1,300.0,"Chinese,South Indian",1000.0,Chennai
MM CLASSIC KITCHEN,3.89446135316808,200.0,"Chinese,Indian",0.0,Chennai
Papa Pizza,3.8,250.0,"Chinese,Italian",50.0,Chennai
Shero Home Food - Chettinad,4.5,250.0,"South Indian,Home Food",100.0,Chennai
Dhabba Express,3.7,300.0,"North Indian,Chinese",100.0,Chennai
ZULAIHA BIRIYANI FAST FOOD,3.89446135316808,300.0,"Biryani,Chinese",0.0,Chennai
Meeting point,3.89446135316808,160.0,"Fast Food,Snacks",0.0,Chennai
Om Sri Ganesh Chettinadu hotel,4.0,300.0,"Biryani,South Indian",20.0,Chennai
Bismi biriyani and fast food,3.89446135316808,350.0,"Biryani,Chinese",0.0,Chennai
coffee crush cafe,3.89446135316808,150.0,"Fast Food,Combo",0.0,Chennai
Mehbu Restaurant,3.89446135316808,250.0,"North Indian,Chinese",0.0,Chennai
Hungry Tales,3.89446135316808,200.0,"Chinese,Combo",0.0,Chennai
New Sri Balaji Bhavan,4.2,300.0,"Chinese,North Indian",1000.0,Chennai
FRIED RICE STORIES,3.7,100.0,"Beverages,Snacks",20.0,Chennai
WAFFLE MAMEY!,3.89446135316808,200.0,Desserts,0.0,Chennai
Square Chats,4.1,180.0,"Italian,Snacks",50.0,Chennai
Lazeez Kabab N Briyani Hub,3.89446135316808,400.0,"Biryani,Arabian",0.0,Chennai
BBQ MASTER,3.89446135316808,160.0,"Barbecue,Arabian",0.0,Chennai
Manis burger man,3.89446135316808,100.0,"Fast Food,Desserts",0.0,Chennai
Hotel New Saravanass,4.2,150.0,South Indian,1000.0,Chennai
Domino's Pizza,4.3,400.0,Pizzas,100.0,Chennai
Hak Cafe,3.5,250.0,"Juices,Lebanese",50.0,Chennai
Mass Catering,3.89446135316808,300.0,"South Indian,Biryani",0.0,Chennai
Brownie Wala,3.89446135316808,149.0,"Bakery,Ice Cream",0.0,Chennai
SAPTHAGHIRI CATERING,3.89446135316808,250.0,Indian,0.0,Chennai
Pizza jukebox,3.89446135316808,250.0,Pizzas,0.0,Chennai
U & I Eatery,3.89446135316808,300.0,"Pizzas,Continental",0.0,Chennai
A FOOD ZONE,3.89446135316808,250.0,"South Indian,Snacks",0.0,Chennai
Jannath Chicken,3.89446135316808,250.0,Indian,0.0,Chennai
WE3 TAJ BRIYANI,3.89446135316808,400.0,"Biryani,Chinese",0.0,Chennai
Royal Sandwich,3.8,200.0,"Fast Food,Beverages",100.0,Chennai
JAMRYS JUICERY,3.89446135316808,100.0,"Juices,Beverages",0.0,Chennai
ELITE MARRIAGE BIRYAANI,3.7,800.0,"Indian,Chinese",100.0,Chennai
JP Bakers,3.89446135316808,350.0,Bakery,0.0,Chennai
CHEESEY,3.89446135316808,300.0,"Indian,Chinese",0.0,Chennai
Taj Biryani And Birinji Centre,3.89446135316808,400.0,Biryani,0.0,Chennai
CHATPATA CHAT HOUSE,3.7,200.0,"Pizzas,Snacks",50.0,Chennai
KADALSAAR UNAVAGAM,3.89446135316808,400.0,"Biryani,South Indian",0.0,Chennai
SHAKES NATION AND CO,3.89446135316808,200.0,"Beverages,Waffle",0.0,Chennai
Five Star Chicken,3.89446135316808,150.0,Fast Food,0.0,Chennai
Sri Balaji Chapathi stall,3.8,150.0,"South Indian,Snacks",20.0,Chennai
Kanishk kitchen Biryani and Chattian fast food,3.89446135316808,200.0,"Biryani,Fast Food",0.0,Chennai
CAKE FEAST,3.89446135316808,200.0,Bakery,0.0,Chennai
Juju & Snabo's Gelato,3.89446135316808,250.0,Ice Cream,0.0,Chennai
The Bench Cafe,3.89446135316808,500.0,"Indian,Chinese",0.0,Chennai
Sri Krishna Sweets,4.3,200.0,"Sweets,Snacks",100.0,Chennai
S.S VELLORE BIRYANI,3.89446135316808,200.0,"Biryani,Chinese",0.0,Chennai
OLIVE'S CRUNCHY DRIVE CAFE,3.89446135316808,300.0,"Fast Food,Pizzas",0.0,Chennai
SHAWARAMA CRUSH,3.89446135316808,200.0,"Arabian,Snacks",0.0,Chennai
Vadilal Ice Cream,3.89446135316808,300.0,Ice Cream,0.0,Chennai
PIZZA STONE,3.89446135316808,350.0,"Pizzas,Combo",0.0,Chennai
Shawarma corner,3.89446135316808,400.0,"Arabian,Snacks",0.0,Chennai
FARMERS FOOD BOX,3.89446135316808,300.0,"Pizzas,Beverages",0.0,Chennai
Jalapeno Jung,3.89446135316808,300.0,"Fast Food,Snacks",0.0,Chennai
Tamilnadu Chicken Centre and Fast Food,3.89446135316808,200.0,"Fast Food,Chinese",0.0,Chennai
MADRAS	SHAWARMA,3.7,150.0,Snacks,20.0,Chennai
TAAZA TREAT,3.89446135316808,200.0,Arabian,0.0,Chennai
CSONING SHAWARMAS,3.89446135316808,200.0,Fast Food,0.0,Chennai
Mr Sam Street BBQ,3.89446135316808,200.0,"Arabian,Barbecue",0.0,Chennai
Relax Corner Fast Food,3.89446135316808,300.0,Chinese,0.0,Chennai
MADRAS DARBAR,3.89446135316808,220.0,South Indian,0.0,Chennai
Mayilai Madaipalli,3.89446135316808,200.0,"South Indian,Beverages",0.0,Chennai
SHAWARMA STORIES,3.9,100.0,"Grill,Pizzas",100.0,Chennai
OM SAKTHI CHETTINADU HOTEL,3.89446135316808,150.0,"Chinese,South Indian",0.0,Chennai
Shawarma Hut,3.89446135316808,300.0,"Snacks,Arabian",0.0,Chennai
THE 99 DEGREE CAFE,3.89446135316808,200.0,"South Indian,Beverages",0.0,Chennai
The BVK Biryani (Bai Veetu Kalyanam),3.7,550.0,"Biryani,Beverages",100.0,Chennai
Sree Vishnu Bhavan,4.1,200.0,South Indian,100.0,Chennai
Kumar's Caseiro - Side Dish,3.89446135316808,249.0,"Indian,North Indian",0.0,Chennai
Kwality Walls Frozen Dessert and Ice Cream Shop,3.89446135316808,300.0,Ice Cream,0.0,Chennai
TRIPLE S BIRIYANI,3.89446135316808,300.0,"North Indian,Biryani",0.0,Chennai
Fun foodies,3.89446135316808,500.0,"Continental,Snacks",0.0,Chennai
SS THOOTHUKUDI PAROTTA,4.0,250.0,"South Indian,Street Food",100.0,Chennai
Hyderabad Mughal Biriyani,4.0,500.0,"North Indian,Chinese",100.0,Chennai
Baskin Robbins,3.89446135316808,250.0,"Desserts,Ice Cream",0.0,Chennai
Bamboo taste,3.89446135316808,300.0,Indian,0.0,Chennai
KOLI HUT,3.89446135316808,200.0,Street Food,0.0,Chennai
FOODs & FRAMEs INN,3.9,200.0,"Biryani,Juices",50.0,Chennai
ANDYZ BAKEHOUSE,3.89446135316808,500.0,"Bakery,Desserts",0.0,Chennai
Lassi shop,3.6,150.0,"Beverages,Juices",100.0,Chennai
DHARANI HOME MADE,3.5,300.0,"Snacks,Indian",50.0,Chennai
KEBAB KINGS,3.7,300.0,"Fast Food,Chinese",20.0,Chennai
Erode Bhavani Mess - Hotel SRM Grands,4.2,400.0,"North Indian,Chinese",100.0,Chennai
Festomac Cafe,3.89446135316808,100.0,"Fast Food,North Indian",0.0,Chennai
PRABHA foods,4.2,200.0,"Chinese,Fast Food",20.0,Chennai
Padi Hyderabad Briyani,3.89446135316808,250.0,Biryani,0.0,Chennai
Salem Rr Briyani Unvagam,4.0,400.0,"Biryani,Chettinad",1000.0,Chennai
FB Cakes,4.4,300.0,"Bakery,Sweets",100.0,Chennai
Kick Off 24 Hours,3.89446135316808,200.0,"Arabian,North Indian",0.0,Chennai
DESERT SHAWARMA,3.89446135316808,400.0,"Arabian,Lebanese",0.0,Chennai
K S Briyani Point,3.89446135316808,300.0,"Biryani,Chinese",0.0,Chennai
M M Cafe,4.2,150.0,"Fast Food,Beverages",50.0,Chennai
FRIED KOZHI,3.89446135316808,200.0,"Continental,North Indian",0.0,Chennai
Juice island,4.0,250.0,"Indian,Italian",20.0,Chennai
Adyar Vaishnava thattu Idli kadai,4.1,250.0,"Indian,Chinese",20.0,Chennai
FRESH POINTS FRUITS AND JUICE,3.89446135316808,200.0,Beverages,0.0,Chennai
Cake my day,3.89446135316808,250.0,"Bakery,Desserts",0.0,Chennai
JC Home Mades,2.6,100.0,South Indian,20.0,Chennai
Pizza Castle,3.8,200.0,"Pizzas,Street Food",100.0,Chennai
PAATI'S KITCHEN,3.89446135316808,90.0,"South Indian,Chaat",0.0,Chennai
GS FRESH JUICE /GS FARM FRESH KAMALUDEN,3.89446135316808,200.0,"Beverages,Snacks",0.0,Chennai
SRI SRINIVAS SWEETS AND CHAT,3.9,200.0,South Indian,100.0,Chennai
Chennai Chettinad Restaurant,4.0,300.0,"Chettinad,South Indian",100.0,Chennai
DAD S KITCHEN,3.89446135316808,200.0,"Beverages,Fast Food",0.0,Chennai
APPU RESTAURANT,3.89446135316808,200.0,"Chinese,Lebanese",0.0,Chennai
Meat and Eat,4.2,250.0,"Fast Food,American",100.0,Chennai
AL-NOOR BRIYANI AND KEBAB CORNER,3.89446135316808,200.0,Chinese,0.0,Chennai
Muligai Juice,3.89446135316808,250.0,Juices,0.0,Chennai
Arab Grills,3.89446135316808,300.0,"Arabian,Indian",0.0,Chennai
Pally Tastee Fast Food,3.9,200.0,North Indian,50.0,Chennai
NACHIYAR AUTHENTIC CHETINAD RESTAURANT,4.0,250.0,"South Indian,Chettinad",50.0,Chennai
CK's Bakery,4.0,250.0,"Bakery,Snacks",20.0,Chennai
TESSY BAKES,3.89446135316808,300.0,"Bakery,Pizzas",0.0,Chennai
Catherine's mess and fast food,3.89446135316808,180.0,Thalis,0.0,Chennai
Not Just A Cake by Jayaa Kennethh,5.0,400.0,"Bakery,Desserts",20.0,Chennai
99 Variety Dosa Karam,3.6,150.0,"Pizzas,Mexican",20.0,Chennai
Namma Arya Bhavan,4.0,400.0,"South Indian,North Indian",100.0,Chennai
MUSTAFA SPICY FRY,3.89446135316808,200.0,"Chinese,Biryani",0.0,Chennai
SHAWARMA SOCIETY,3.89446135316808,150.0,Arabian,0.0,Chennai
The Pasi Stop,3.89446135316808,200.0,"South Indian,Indian",0.0,Chennai
PAPPA S KITCHEN,3.7,200.0,"Indian,Tandoor",20.0,Chennai
Juice motor,3.89446135316808,200.0,"Fast Food,Beverages",0.0,Chennai
CHINESE CARNIVAL,5.0,300.0,"Chinese,Beverages",20.0,Chennai
BROKENN EGGS,3.89446135316808,400.0,"Chinese,Snacks",0.0,Chennai
Nest Kitchen,3.89446135316808,300.0,"Indian,Chinese",0.0,Chennai
Hotel Pandian,3.8,300.0,"South Indian,Biryani",100.0,Chennai
The Smokey Delics,3.89446135316808,300.0,"North Indian,Chinese",0.0,Chennai
Kanishk kitchen,3.89446135316808,200.0,"Chinese,Indian",0.0,Chennai
UZO SANDWICH,3.89446135316808,200.0,"Snacks,Fast Food",0.0,Chennai
AL SHAS BIRIYANI,3.89446135316808,250.0,"Biryani,Chinese",0.0,Chennai
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.2,250.0,"Beverages,Desserts",50.0,Chennai
TIME PASS CHATS,3.89446135316808,50.0,Snacks,0.0,Chennai
Pizza Toppers,3.7,200.0,"Pizzas,Street Food",100.0,Chennai
Yummy Tummy Sandwich & Burger,3.89446135316808,250.0,"Continental,Snacks",0.0,Chennai
Hyderabadi Kachche Biryani,3.89446135316808,380.0,"Biryani,South Indian",0.0,Chennai
FRESCO RISTORANTE,3.89446135316808,300.0,"Chinese,Tandoor",0.0,Chennai
CHOLA SPICY KITCHEN,3.6,200.0,"Indian,Chinese",50.0,Chennai
Dal Rotti,4.1,500.0,"Punjabi,North Indian",100.0,Chennai
Madras coffee House (ICF),3.9,100.0,Snacks,50.0,Chennai
Ruchulu,3.89446135316808,200.0,"South Indian,Biryani",0.0,Chennai
Chennai Biriyani,3.8,300.0,"South Indian,North Indian",100.0,Chennai
2 MINUTES,3.89446135316808,250.0,"Indian,Chinese",0.0,Chennai
Burger Hub,3.6,200.0,"American,Fast Food",20.0,Chennai
VIJAI SNACKS POINT,3.89446135316808,250.0,Chinese,0.0,Chennai
Brothers Bbq,3.89446135316808,250.0,"Barbecue,Chinese",0.0,Chennai
Cake Waves,4.6,300.0,"Bakery,Desserts",20.0,Chennai
Vairam biryani and catering,3.7,200.0,Indian,50.0,Chennai
JASMINE CATERING SERVICE,3.89446135316808,280.0,"Indian,Biryani",0.0,Chennai
THAPA TASTY MOMOS,3.89446135316808,100.0,Chinese,0.0,Chennai
RESTO CAFE,3.89446135316808,300.0,"Fast Food,Chaat",0.0,Chennai
Brownie Factory,3.89446135316808,400.0,"Bakery,Pizzas",0.0,Chennai
Tibet Momo,3.8,300.0,"Tibetan,Asian",100.0,Chennai
Ziya Kitchen,3.89446135316808,300.0,Biryani,0.0,Chennai
Hotel Shakthi Sri Annapoorani,3.89446135316808,230.0,South Indian,0.0,Chennai
Tea Time,3.89446135316808,50.0,Beverages,0.0,Chennai
Shero Home Food - Andhra,3.89446135316808,350.0,"Andhra,South Indian",0.0,Chennai
CHENNAI RAWTHER,4.1,600.0,"South Indian,Chinese",50.0,Chennai
Theneer Kudil,3.89446135316808,100.0,Beverages,0.0,Chennai
SS Kitchen,3.89446135316808,300.0,Chinese,0.0,Chennai
Thulasiram Amuthasurabi Marabu Vazhi Iyarkai Unava,3.89446135316808,300.0,"South Indian,Snacks",0.0,Chennai
Empire Biryani & Caterers,3.7,400.0,"Biryani,Chinese",50.0,Chennai
HOTEL GANAPATHY BHAVAN VILLIVAKKAM,4.3,400.0,"Indian,Juices",100.0,Chennai
Cake Well,3.89446135316808,400.0,Bakery,0.0,Chennai
AMUL ICE CREAM PARLOUR,4.9,200.0,"Ice Cream,Fast Food",20.0,Chennai
Pizza Cottage,4.4,300.0,"Pizzas,Fast Food",50.0,Chennai
RAKOZHI,3.89446135316808,200.0,"Indian,Biryani",0.0,Chennai
Madrasi Wala,3.89446135316808,300.0,"South Indian,North Indian",0.0,Chennai
Mr.Burger,3.89446135316808,250.0,"Pizzas,Fast Food",0.0,Chennai
Satpura,3.9,100.0,"North Indian,Indian",100.0,Chennai
Hot Chips,4.0,250.0,"North Indian,South Indian",500.0,Chennai
Bommaraja Mess,3.4,200.0,Indian,20.0,Chennai
Go Thali,3.6,300.0,"North Indian,Snacks",50.0,Chennai
ICESTONE,3.89446135316808,200.0,"Ice Cream,Beverages",0.0,Chennai
MADRAS MACHANS,3.9,300.0,"Biryani,South Indian",500.0,Chennai
Chinese Wok (Wok Express),3.5,250.0,Chinese,100.0,Chennai
BBQ Delights,2.9,200.0,"Pastas,Mughlai",20.0,Chennai
Square Cafe by Novotel,3.4,300.0,"North Indian,Continental",20.0,Chennai
Rolls & Bowls Company,3.9,250.0,"Fast Food,Chinese",20.0,Chennai
JUICE BOTTLE,4.1,150.0,"Beverages,Fast Food",50.0,Chennai
Mr.MELBOURNE,3.9,200.0,"Indian,Juices",100.0,Chennai
Sweet Truth - Cake and Desserts,4.3,450.0,"Bakery,Desserts",100.0,Chennai
Repute Food Court,3.89446135316808,350.0,"South Indian,Chinese",0.0,Chennai
KFC,3.89446135316808,400.0,"American,Snacks",0.0,Chennai
Le wrap factorie,3.9,150.0,"Continental,Pizzas",50.0,Chennai
Mr.North Indian,3.89446135316808,200.0,North Indian,0.0,Chennai
FRULLATI CAFE,3.89446135316808,200.0,"Continental,Pizzas",0.0,Chennai
The Red Chili,3.89446135316808,200.0,"Biryani,South Indian",0.0,Chennai
FB CAKES,4.4,200.0,"Bakery,Sweets",100.0,Chennai
HABBAT RESTAURANT,3.9,300.0,"Arabian,Chinese",500.0,Chennai
MOTHERS KITCHEN,3.89446135316808,200.0,South Indian,0.0,Chennai
Amritsari Rasoi (Pure Veg),3.5,350.0,"North Indian,Chinese",50.0,Chennai
Hotel Vasantham,4.3,150.0,"South Indian,Chinese",500.0,Chennai
The Basement Food Truck,3.89446135316808,300.0,"Chinese,Arabian",0.0,Chennai
Madras Coffee House,4.1,200.0,"Beverages,Snacks",100.0,Chennai
McDonald's,4.3,400.0,"Burgers,Beverages",1000.0,Chennai
THAAAALI,3.89446135316808,200.0,"Thalis,Indian",0.0,Chennai
Samosa Singh,4.0,150.0,"North Indian,Indian",50.0,Chennai
Tender Mocktail,3.89446135316808,150.0,Beverages,0.0,Chennai
SAKA Burger,3.89446135316808,300.0,"Juices,Fast Food",0.0,Chennai
Your Brownie Home,3.89446135316808,200.0,Desserts,0.0,Chennai
PARATHA  WALI,3.89446135316808,150.0,Indian,0.0,Chennai
NAMMA OORU FAVORITZ,3.89446135316808,150.0,"Beverages,Snacks",0.0,Chennai
Grameen Kulfi,3.7,120.0,"Ice Cream,Desserts",20.0,Chennai
SHREE CHAATS,4.2,200.0,"Chaat,Sweets",100.0,Chennai
Sri Krishna Sweets,4.4,200.0,"Sweets,Snacks",50.0,Chennai
ANNAI FILTER COFFEE,3.89446135316808,100.0,"Beverages,Snacks",0.0,Chennai
People s Barbeque,3.89446135316808,100.0,North Indian,0.0,Chennai
Crazy Ivan,3.89446135316808,1500.0,"Chinese,Indian",0.0,Chennai
Shero Home Food - Chettinad,3.89446135316808,350.0,"South Indian,Chettinad",0.0,Chennai
Friends Fast Food,3.6,300.0,"Biryani,Chinese",20.0,Chennai
Pasta Heaven - Garage Box,3.89446135316808,200.0,"Pastas,Beverages",0.0,Chennai
NIC Natural Ice Creams,4.4,120.0,"Ice Cream,Desserts",100.0,Chennai
Indore Zayka,4.1,400.0,North Indian,500.0,Chennai
The Village Kitchen,3.89446135316808,250.0,"South Indian,North Indian",0.0,Chennai
The Chocolate Room,3.89446135316808,500.0,"Italian,Beverages",0.0,Chennai
ROYAL ROLLZ,3.9,250.0,Snacks,20.0,Chennai
Shuddha Sattva,3.89446135316808,250.0,South Indian,0.0,Chennai
Drunken Monkey,4.1,400.0,"Beverages,Juices",100.0,Chennai
Diet & Grow,4.0,300.0,"Healthy Food,Continental",20.0,Chennai
THE VINTAGE CAKES,4.1,199.0,"Desserts,Bakery",50.0,Chennai
Madurai Meenakshi Madurai Bun Parotta,3.89446135316808,150.0,South Indian,0.0,Chennai
OMR Cafe,3.89446135316808,300.0,"Fast Food,Snacks",0.0,Chennai
Pure Veg Meals by Lunchbox,3.9,200.0,"North Indian,Desserts",20.0,Chennai
Lassi & Chaas,3.89446135316808,225.0,Beverages,0.0,Chennai
Guntur Gongura,3.9,350.0,"Andhra,North Indian",1000.0,Chennai
The Biryani Life,4.0,250.0,"Biryani,Hyderabadi",50.0,Chennai
AMSAM,4.0,450.0,"South Indian,Chinese",20.0,Chennai
Shri Divya Chettinad Hotel,3.89446135316808,400.0,"South Indian,Indian",0.0,Chennai
Garage Box,3.89446135316808,200.0,Pizzas,0.0,Chennai
TUMUs Kitchen,3.89446135316808,350.0,Indian,0.0,Chennai
Alagar Restaurant,3.7,250.0,Indian,500.0,Chennai
The BIG BARBEQUE,3.89446135316808,300.0,"Indian,Italian",0.0,Chennai
SDS - Kari Dosa - Kari Story,3.89446135316808,250.0,South Indian,0.0,Chennai
Ajmeer Biryani House,3.89446135316808,250.0,"Biryani,Snacks",0.0,Chennai
Hotel Aathira's,3.89446135316808,200.0,"Chinese,North Indian",0.0,Chennai
MANI'S DUM BIRYANI,4.3,400.0,"Indian,Andhra",1000.0,Chennai
Eshwari sweet and bakery,3.8,200.0,"Sweets,Bakery",20.0,Chennai
Salem RR Biriyani Unavagam,3.8,400.0,"Biryani,Chettinad",500.0,Chennai
Sri Kumaran Sweets and Bakery,3.89446135316808,200.0,"Bakery,Snacks",0.0,Chennai
Loiee Mithai & Rasoi,4.2,500.0,"Sweets,North Indian",500.0,Chennai
Eagle Boys Pizza,3.1,350.0,"Italian,Pizzas",50.0,Chennai
Kitchen klub,4.4,200.0,"North Indian,Chinese",20.0,Chennai
Tea Break,4.2,350.0,Bakery,100.0,Chennai
Domino's Pizza,4.4,400.0,Pizzas,500.0,Chennai
Tea Totaler Resto-Cafe,4.3,150.0,Indian,50.0,Chennai
The Cake World,3.8,250.0,"Bakery,Desserts",20.0,Chennai
MUMBAI KULFI,3.89446135316808,200.0,"Ice Cream,Beverages",0.0,Chennai
New Sri Balaji Bhavan,3.89446135316808,200.0,Indian,0.0,Chennai
BIG KITCHEN,3.89446135316808,200.0,South Indian,0.0,Chennai
POORI KING,3.3,200.0,"North Indian,Indian",20.0,Chennai
Shawarma Kings,4.0,200.0,Arabian,20.0,Chennai
Aroma - House Of Biryanis,3.89446135316808,300.0,Biryani,0.0,Chennai
Firangi Bake,3.6,400.0,"Italian,Mexican",50.0,Chennai
Orange Coconut,3.89446135316808,500.0,"Thai,Salads",0.0,Chennai
Chai kings,4.2,150.0,"Desserts,Fast Food",1000.0,Chennai
Mazedar Biryani,3.89446135316808,360.0,"Biryani,Kebabs",0.0,Chennai
USTHAD HOTEL,4.1,300.0,"Biryani,Chinese",100.0,Chennai
Oven Story Pizza,3.6,400.0,"Pizzas,Italian",100.0,Chennai
Big Hits Restaurant,3.89446135316808,300.0,"Chinese,Indian",0.0,Chennai
AZ Biryani Fan's,3.89446135316808,400.0,"Biryani,Chinese",0.0,Chennai
HB FOODS,3.89446135316808,200.0,"Beverages,Juices",0.0,Chennai
Shree Ganesh Bhavan,4.2,210.0,South Indian,50.0,Chennai
Subway,4.3,350.0,"Fast Food,Salads",500.0,Chennai
Time Pass,4.0,200.0,"Chaat,North Indian",100.0,Chennai
Keventers Ice Cream,4.0,300.0,"Ice Cream,Desserts",20.0,Chennai
Ghar e Dawat,3.89446135316808,440.0,Salads,0.0,Chennai
Welcome fast food,3.89446135316808,300.0,"Biryani,Chinese",0.0,Chennai
Nico Asian Bar & Cafe By Novotel,3.0,200.0,"Chinese,Thai",20.0,Chennai
DESIRE RESTAURANT,3.89446135316808,200.0,"South Indian,Chinese",0.0,Chennai
The Vintage Barbeque(BBQ),3.89446135316808,200.0,"Barbecue,Chinese",0.0,Chennai
Friends Biryani,3.89446135316808,300.0,Biryani,0.0,Chennai
Oh My Shawarma,4.1,250.0,Arabian,100.0,Chennai
Friends Restaurant,3.89446135316808,300.0,Biryani,0.0,Chennai
Behrouz Biryani,3.9,500.0,"Biryani,Mughlai",100.0,Chennai
Mr Lee Fung Asian Food,4.1,1200.0,"Asian,Chinese",20.0,Chennai
The Arabian Shawarma,3.89446135316808,200.0,"Arabian,Fast Food",0.0,Chennai
Ivaan Hot Paratha,3.89446135316808,100.0,"Snacks,North Indian",0.0,Chennai
Manish Chettinad,3.89446135316808,250.0,"North Indian,South Indian",0.0,Chennai
LunchBox - Meals and Thalis,4.0,200.0,"North Indian,Punjabi",100.0,Chennai
A2 MILK FACTORY,4.5,250.0,"Beverages,Snacks",50.0,Chennai
DINDIGUL KITCHEN,3.8,400.0,Indian,100.0,Chennai
Biriyani Corner - SS KITCHEN,3.89446135316808,300.0,"Indian,Chinese",0.0,Chennai
ULTIMATE BROWNIE AND CHOCOLATE SHOP BY NOVOTEL CHENNAI OMR,4.0,500.0,"Bakery,Desserts",20.0,Chennai
Ilahi Biriyani Multi cuisine restaurant,3.7,400.0,"Indian,Chinese",20.0,Chennai
FIVE STAR CHICKEN,3.89446135316808,200.0,"Continental,Fast Food",0.0,Chennai
McDonald's Gourmet Burger Collection,4.0,600.0,"Burgers,Beverages",50.0,Chennai
Pizza Hut,3.8,400.0,Pizzas,500.0,Chennai
Jain Foodos,3.89446135316808,300.0,"North Indian,Beverages",0.0,Chennai
SH49 Dine Out,3.89446135316808,300.0,"Chinese,North Indian",0.0,Chennai
OMR BRIYANI,3.89446135316808,200.0,Biryani,0.0,Chennai
TN 22 Grill and BBQ,3.2,400.0,"Biryani,Grill",20.0,Chennai
Nellai Karupatti Coffee,3.89446135316808,300.0,"Juices,Beverages",0.0,Chennai
BRIYANI-E-HIND,3.89446135316808,400.0,Indian,0.0,Chennai
Moon Dine,3.3,300.0,"Indian,Chinese",20.0,Chennai
SARANYAS HOME KITCHEN,3.89446135316808,300.0,South Indian,0.0,Chennai
Sree Gupta Bhavan,4.4,400.0,"North Indian,Sweets",500.0,Chennai
The Thick Shake Factory,4.3,300.0,Desserts,100.0,Chennai
Minus30,3.89446135316808,600.0,"Ice Cream,Desserts",0.0,Chennai
Whats up multi cuisine restaurant,3.89446135316808,350.0,"Indian,Chinese",0.0,Chennai
Baker X,3.89446135316808,120.0,Bakery,0.0,Chennai
Gourmet Ice Cream Cakes by Baskin Robbins,3.89446135316808,250.0,"Desserts,Ice Cream",0.0,Chennai
Bombay Kulfi,4.2,100.0,"Desserts,Ice Cream",50.0,Chennai
Chai Kanth,4.0,150.0,"Beverages,Snacks",100.0,Chennai
The Flame Kitchen,4.1,300.0,"Indian,Chinese",500.0,Chennai
The Cake Bakers,4.3,150.0,Bakery,50.0,Chennai
One-2 Restaurant,3.89446135316808,300.0,"Indian,Chinese",0.0,Chennai
Manjulas Home Made Food Center,3.89446135316808,2.0,South Indian,0.0,Chennai
DM Biryani Virunthu,3.89446135316808,300.0,"Biryani,Indian",0.0,Chennai
Oceana,3.89446135316808,300.0,"North Indian,Chinese",0.0,Chennai
Juicentrate,3.89446135316808,200.0,"Juices,Beverages",0.0,Chennai
Yedi Tedi Foods,4.3,500.0,Indian,50.0,Chennai
evil frozen,3.89446135316808,150.0,"Ice Cream,Juices",0.0,Chennai
Chickpet Donne Biryani,3.6,500.0,Indian,100.0,Chennai
Phulka Factory,3.2,100.0,"North Indian,Indian",20.0,Chennai
PAPACREAM,3.89446135316808,350.0,"Ice Cream,Desserts",0.0,Chennai
The Red Box,3.7,400.0,Chinese,100.0,Chennai
The Indian Food - SS KITCHEN,3.89446135316808,300.0,"Chinese,Snacks",0.0,Chennai
HAVMOR HAVFUNN,4.6,160.0,"Ice Cream,Beverages",20.0,Chennai
Sri Kumaran Chettinad Hotel,4.0,300.0,"Biryani,Chettinad",50.0,Chennai
VRS FOODS,4.3,150.0,South Indian,100.0,Chennai
Savoury Sea Shell,4.1,500.0,"Chinese,Indian",500.0,Chennai
Little Momo's Kitchen,3.89446135316808,200.0,"Indian,Chinese",0.0,Chennai
WHATSUP MULTICUISINE RESTAURANT,3.89446135316808,200.0,"Chinese,Indian",0.0,Chennai
Big Bowl Company,3.7,250.0,"North Indian,Indian",100.0,Chennai
