name,rating,cost,cuisine,rating_count_num,city
Cakes N' Craft,4.0,200.0,"Bakery,Snacks",100.0,Indore
JMB Fast Food,2.0,80.0,"Fast Food,Pizzas",100.0,Indore
SAYSA Rooftop Restaurant and Cafe,3.89446135316808,280.0,"Continental,Chinese",0.0,Indore
Zam-Zam Biryani,3.89446135316808,500.0,Biryani,0.0,Indore
Ice Flames Cafe,3.89446135316808,250.0,"Fast Food,Pizzas",0.0,Indore
Love at first bite,2.6,100.0,Continental,100.0,Indore
Rishi Ka Dhaba,3.0,600.0,"Salads,Indian",50.0,Indore
POPULAR FRESH MOMOS,3.89446135316808,250.0,Chinese,0.0,Indore
The Ministry Of Rolls,3.7,300.0,"Snacks,North Indian",50.0,Indore
Shoeb Restaurant,3.89446135316808,150.0,North Indian,0.0,Indore
21 Baker Street,3.7,150.0,"Beverages,Snacks",20.0,Indore
The Piza Makers,3.89446135316808,200.0,Pizzas,0.0,Indore
Food Wars 24x7 Cafeteria,3.89446135316808,300.0,"Fast Food,Beverages",0.0,Indore
Bisco tea,3.89446135316808,300.0,"Fast Food,Pastas",0.0,Indore
THE 2ND HOME KITCHEN,3.89446135316808,250.0,North Indian,0.0,Indore
Indore Fish & Chicken,3.89446135316808,300.0,"Seafood,North Indian",0.0,Indore
The Night Food Junction,3.89446135316808,200.0,"Fast Food,Pizzas",0.0,Indore
FOI- Manik bagh,3.6,200.0,"Chinese,Beverages",100.0,Indore
Eggs & Legs,3.89446135316808,300.0,"Indian,Biryani",0.0,Indore
Labbaik Restaurant By Furquan,3.89446135316808,300.0,"North Indian,Tandoor",0.0,Indore
Gyaniji Ka Khalsa Dhaba,4.2,300.0,"South Indian,Fast Food",100.0,Indore
Momo Therapy 100% Pure Veg,3.89446135316808,250.0,"Chinese,Beverages",0.0,Indore
Chef Lakha Street Food,3.89446135316808,250.0,"Chinese,Pastas",0.0,Indore
Singh Sahab,3.6,300.0,"North Indian,Chinese",500.0,Indore
Bakers Lounge,3.7,250.0,"Snacks,Desserts",100.0,Indore
Bablu Sandwich,3.89446135316808,300.0,Fast Food,0.0,Indore
Chicago Pizza,3.4,200.0,Pizzas,100.0,Indore
HomeMade Delicacies,3.89446135316808,350.0,Bakery,0.0,Indore
Classic Sandwich,3.89446135316808,200.0,"Street Food,Indian",0.0,Indore
Sleep Town Cafe,3.89446135316808,250.0,"Beverages,Fast Food",0.0,Indore
Tea Fraud cafe,3.89446135316808,250.0,"Beverages,Italian-American",0.0,Indore
Taste of millions,3.89446135316808,700.0,"Indian,Biryani",0.0,Indore
AAMANTRAN RESTAURANT,3.89446135316808,200.0,"Chinese,North Indian",0.0,Indore
Chicken Bites,3.89446135316808,400.0,Arabian,0.0,Indore
Cake Adda,3.89446135316808,100.0,"Bakery,Desserts",0.0,Indore
KHICHDI KING,4.3,200.0,"Indian,North Indian",50.0,Indore
The Sukoon Cafe,3.89446135316808,300.0,"Fast Food,Beverages",0.0,Indore
The Bite Gram,3.89446135316808,300.0,"Indian,North Indian",0.0,Indore
Ammijaan's Biryani,3.89446135316808,250.0,"Biryani,Indian",0.0,Indore
Radha Rasoi,3.89446135316808,200.0,"Pizzas,Beverages",0.0,Indore
Jail Chai Bar,3.89446135316808,200.0,Snacks,0.0,Indore
Bhairunath Faryali Center,3.89446135316808,100.0,"Street Food,Indian",0.0,Indore
Top N Town ICE CREAM,3.89446135316808,100.0,"Ice Cream,Desserts",0.0,Indore
Gopala fariyali center,3.89446135316808,50.0,Snacks,0.0,Indore
Cake Walas,3.89446135316808,100.0,"Bakery,Desserts",0.0,Indore
Sams Momos & Rolls,3.89446135316808,300.0,"Chinese,Snacks",0.0,Indore
The Indian Bread,3.89446135316808,300.0,Fast Food,0.0,Indore
Kulfi King,3.89446135316808,200.0,Ice Cream,0.0,Indore
INDORI BHIYAA,3.89446135316808,300.0,"Snacks,Beverages",0.0,Indore
den snooker by kaffe-inn,2.1,149.0,"Snacks,Beverages",20.0,Indore
The Blue Roof,3.89446135316808,200.0,"Indian,Fast Food",0.0,Indore
Tandoor Retreat,3.89446135316808,400.0,"Tandoor,North Indian",0.0,Indore
Tinku's,3.7,300.0,"Street Food,Chinese",100.0,Indore
Veera Di Hatti,4.2,250.0,"North Indian,Combo",50.0,Indore
cake world II,3.89446135316808,350.0,Bakery,0.0,Indore
The Cake Indoree,3.89446135316808,199.0,"Bakery,Snacks",0.0,Indore
All in one cakes,3.89446135316808,600.0,Desserts,0.0,Indore
BAGHELI MOHALLA,3.89446135316808,300.0,"Beverages,Continental",0.0,Indore
Punjabi Affaire,3.89446135316808,600.0,"Punjabi,North Indian",0.0,Indore
Fukrey Foods,3.89446135316808,200.0,"Snacks,Indian",0.0,Indore
Veer Ji Da Dhaba,3.4,300.0,"North Indian,Indian",20.0,Indore
Mahir Muffin Room,3.89446135316808,300.0,Bakery,0.0,Indore
Cake Point,3.89446135316808,100.0,"Bakery,Desserts",0.0,Indore
The Taste Of Village,3.89446135316808,200.0,"North Indian,Fast Food",0.0,Indore
Shree Sandwich,3.89446135316808,200.0,Fast Food,0.0,Indore
CAFFIX  EAT FRESH PAY LESS,3.89446135316808,300.0,"Indian,Italian-American",0.0,Indore
MAMTA NAMKEN CENTRE,3.89446135316808,250.0,"Bakery,Snacks",0.0,Indore
Kaffe-inn by Delicious Night Rasoi,2.0,200.0,"Snacks,Beverages",50.0,Indore
Khandelwal Sev Chawni,4.3,150.0,Snacks,20.0,Indore
The Craving Care Kitchen,3.89446135316808,250.0,Indian,0.0,Indore
Monu Gyaniji Ka Dhaba,3.6,300.0,"North Indian,Indian",50.0,Indore
Peace of Cake,3.8,450.0,"Bakery,Snacks",20.0,Indore
New ZAIKA Restaurant,3.89446135316808,250.0,North Indian,0.0,Indore
Jaiswal Bakery & Everfresh,3.89446135316808,400.0,"Bakery,Desserts",0.0,Indore
RAJASTHANI BHOJNALAYA,3.89446135316808,200.0,Thalis,0.0,Indore
Krishna Cloud Kitchen,3.89446135316808,300.0,"Biryani,Indian",0.0,Indore
yummy lane,3.89446135316808,200.0,North Indian,0.0,Indore
Cafe Kono- Sapna Sangeeta,3.9,300.0,"Indian,Chinese",100.0,Indore
Nutri Narcos,3.0,200.0,"Indian,Juices",20.0,Indore
Chick Grill - A,3.9,300.0,"North Indian,Lebanese",100.0,Indore
Kalyan Thali and punjabi restaurant,3.89446135316808,200.0,"Punjabi,North Indian",0.0,Indore
Swaad Delhi Da,4.0,200.0,"North Indian,Mexican",100.0,Indore
The Genie's Cafe,3.89446135316808,150.0,"Italian-American,Fast Food",0.0,Indore
Ramesh South Indian-khatiwala Tank,4.3,250.0,South Indian,100.0,Indore
Stellar Cafe,3.89446135316808,400.0,"Pizzas,Beverages",0.0,Indore
CHAMAN HOTEL & RESTAURANT,3.89446135316808,250.0,"Fast Food,North Indian",0.0,Indore
CAKE & BAKE,3.0,300.0,Desserts,20.0,Indore
Dev's Bakery,3.8,150.0,"Desserts,Snacks",50.0,Indore
Baker's Lounge,3.7,250.0,"Snacks,Desserts",100.0,Indore
GOSSIP OVER MUGS,3.0,400.0,"Continental,Fast Food",20.0,Indore
Winking Pizza,3.89446135316808,299.0,"Pizzas,Italian",0.0,Indore
Oye24 Bhawarkuwa,3.8,300.0,"North Indian,South Indian",1000.0,Indore
Delight Moon Cafe,3.89446135316808,150.0,"Beverages,Pizzas",0.0,Indore
Sardarji Fast Food,3.89446135316808,300.0,"Fast Food,Italian",0.0,Indore
The Cake Gallery,3.5,350.0,"Desserts,Bakery",50.0,Indore
Paradise Curries,3.89446135316808,500.0,"North Indian,Chinese",0.0,Indore
Hum Tum Tifin Centre,3.89446135316808,300.0,North Indian,0.0,Indore
Agrawal Sweets,5.0,300.0,"Sweets,Bakery",20.0,Indore
Shawarma Blast,3.89446135316808,350.0,Arabian,0.0,Indore
Purple Cafe,3.89446135316808,300.0,"Cafe,Fast Food",0.0,Indore
Tea Boat,3.89446135316808,200.0,"Beverages,Pizzas",0.0,Indore
Ministry Of Grub,3.89446135316808,400.0,"North Indian,Chinese",0.0,Indore
Lord of Grill,3.3,300.0,"North Indian,Punjabi",50.0,Indore
McCafe by McDonald's,3.89446135316808,250.0,"American,Beverages",0.0,Indore
CHAI CHAT CHATORE,3.89446135316808,150.0,Fast Food,0.0,Indore
B K Cakes and Everfresh,3.2,200.0,"Bakery,Desserts",20.0,Indore
MUMBAI RETRO,3.89446135316808,200.0,"Street Food,Snacks",0.0,Indore
THC - The Health Club,3.89446135316808,300.0,"Snacks,American",0.0,Indore
Just Paratha,4.0,150.0,Indian,100.0,Indore
Chai chuski bar,3.89446135316808,140.0,"Chinese,Pizzas",0.0,Indore
Vineet Bakers,3.89446135316808,500.0,"Bakery,Sweets",0.0,Indore
Cake King,3.4,400.0,Bakery,20.0,Indore
Al-Arab Eats,3.5,600.0,"Arabian,Kebabs",50.0,Indore
Shree leela veg hot dog,3.6,150.0,Snacks,20.0,Indore
Shree Balaji Soda,3.89446135316808,100.0,"Street Food,Indian",0.0,Indore
CHAI ZAIKA,3.89446135316808,500.0,"Beverages,Chinese",0.0,Indore
Koffee King-Sapna Sangeeta,3.0,250.0,"Fast Food,Snacks",100.0,Indore
Mr. Ted,3.5,200.0,"Chinese,Italian",20.0,Indore
Prem Prakash,3.89446135316808,250.0,"Beverages,Desserts",0.0,Indore
CHAI MAKERS ENTERPRISES,3.89446135316808,450.0,"Beverages,Indian",0.0,Indore
Hatim's Kebabs and Biryani Corner,3.7,300.0,"Chinese,Mughlai",20.0,Indore
Domino's Pizza,4.2,400.0,Pizzas,100.0,Indore
Nema Kulfi,3.89446135316808,200.0,Ice Cream,0.0,Indore
CAKES N MORE,3.89446135316808,200.0,"Bakery,Desserts",0.0,Indore
Wakya Khana,3.89446135316808,100.0,"Street Food,Indian",0.0,Indore
goswami momos,4.3,150.0,Chinese,50.0,Indore
Shree leela Restaurant,3.9,300.0,"North Indian,Thalis",1000.0,Indore
Sagar Juice Center,4.0,200.0,Beverages,50.0,Indore
Skylight Cafe,3.89446135316808,300.0,"Pizzas,Beverages",0.0,Indore
INOX,3.89446135316808,400.0,"Beverages,Biryani",0.0,Indore
THE MEERAS KICTHEN,3.89446135316808,300.0,"Snacks,Chinese",0.0,Indore
Leven Bite's,3.89446135316808,200.0,"Snacks,Beverages",0.0,Indore
Haveli The Cafe,3.89446135316808,150.0,"Snacks,Beverages",0.0,Indore
Rooster,3.7,400.0,"Pizzas,Italian",100.0,Indore
Saffron - kings park,3.89446135316808,500.0,"North Indian,Chinese",0.0,Indore
Olive -  kings park,3.89446135316808,500.0,"Indian,Chinese",0.0,Indore
Apna panjabi dhaba,3.89446135316808,250.0,"North Indian,Chinese",0.0,Indore
Shree Arti Sweets,4.2,350.0,"Sweets,South Indian",100.0,Indore
PFJ CHICKEN HOUSE,3.89446135316808,300.0,"Italian,Snacks",0.0,Indore
CAKE WORLD,3.8,400.0,Desserts,100.0,Indore
CAFE CLUB HOUSE,3.89446135316808,200.0,"Fast Food,Chinese",0.0,Indore
Urban Momos,3.89446135316808,150.0,Chinese,0.0,Indore
Ice Balls & Slice Square,4.4,200.0,"South Indian,Ice Cream",20.0,Indore
CHAI CHUSKI BAR AND RESTURANT,3.89446135316808,200.0,"Beverages,Fast Food",0.0,Indore
AMRIT SAGAR,3.89446135316808,150.0,"Sweets,Bakery",0.0,Indore
99 Rotiwala - Bhawarkua,3.89446135316808,200.0,"North Indian,South Indian",0.0,Indore
Jayki Zayka Point,3.89446135316808,300.0,Indian,0.0,Indore
Swami Food And Flavours Restaurant,3.89446135316808,250.0,North Indian,0.0,Indore
CAFE LITTLE HEART,3.89446135316808,300.0,"Chinese,Snacks",0.0,Indore
Nafees Cakes And Grill,4.0,400.0,"Continental,Desserts",20.0,Indore
Shree Shyam Restaurant,3.89446135316808,200.0,"Chinese,Tandoor",0.0,Indore
Dream Bakers Live Cake Shop,3.89446135316808,400.0,"Bakery,Desserts",0.0,Indore
Mahakal Cafe,3.89446135316808,100.0,"Beverages,Fast Food",0.0,Indore
Fast Fired,3.89446135316808,400.0,"Fast Food,Snacks",0.0,Indore
Chandravilas bhojnalaya,3.89446135316808,350.0,Thalis,0.0,Indore
Dollar cafe,3.89446135316808,200.0,"Chinese,Fast Food",0.0,Indore
Bake My Cake,3.89446135316808,300.0,Bakery,0.0,Indore
Veg Bites,3.5,350.0,"North Indian,Beverages",20.0,Indore
PETEEZ LAZEEZ,3.89446135316808,100.0,Snacks,0.0,Indore
Amrit foods and bakery,3.89446135316808,300.0,"Beverages,Fast Food",0.0,Indore
THE CAKE CRAFT,3.89446135316808,150.0,"Bakery,Snacks",0.0,Indore
SKY GARAGE BY BLUE BELLS,3.89446135316808,500.0,"North Indian,Indian",0.0,Indore
THE JACKPOT CAFE,3.89446135316808,200.0,"Fast Food,Pastas",0.0,Indore
HALWAI'S KITCHEN,3.89446135316808,220.0,"Indian,North Indian",0.0,Indore
Happy Baking Company,3.89446135316808,300.0,Bakery,0.0,Indore
CRUMBLY PATISSERIE AND BAKES,3.89446135316808,300.0,Desserts,0.0,Indore
Vinayak's Food Zone And Restaurant,3.89446135316808,300.0,"Chinese,Fast Food",0.0,Indore
Poha Planet,3.89446135316808,50.0,"Snacks,Indian",0.0,Indore
happy oven bakery,3.89446135316808,100.0,Bakery,0.0,Indore
Swadishtam,3.89446135316808,300.0,"Indian,North Indian",0.0,Indore
HM Cafe,3.89446135316808,200.0,"Chinese,Snacks",0.0,Indore
The Pizza Dine,3.89446135316808,300.0,"Pizzas,Fast Food",0.0,Indore
Pooja Sweets And Cake Bakery,3.4,150.0,Indian,50.0,Indore
THE REMEMBER CAFE,3.89446135316808,400.0,"Fast Food,Chinese",0.0,Indore
Top n town,3.89446135316808,150.0,"Desserts,Bakery",0.0,Indore
99 PIZZA AND MORE,3.89446135316808,100.0,"Pizzas,Fast Food",0.0,Indore
Cake Corner,3.89446135316808,100.0,"Bakery,Desserts",0.0,Indore
Big Sandwich,3.89446135316808,300.0,"Italian,Beverages",0.0,Indore
Cheese Factory,3.8,400.0,"Fast Food,Chaat",20.0,Indore
Subway,3.8,350.0,"Healthy Food,Salads",100.0,Indore
Punjabi Barbeque,3.89446135316808,250.0,"Snacks,North Indian",0.0,Indore
Punjabi 65 Dhaba,3.89446135316808,250.0,"Punjabi,North Indian",0.0,Indore
Tea Bar,3.89446135316808,300.0,"Chinese,Fast Food",0.0,Indore
Waffles & More,3.9,300.0,Desserts,50.0,Indore
FOOD COSTA,3.89446135316808,400.0,"Italian,Fast Food",0.0,Indore
JMB Moti Tabela,4.5,200.0,"Sweets,Fast Food",100.0,Indore
Cake Bazzar,3.89446135316808,200.0,Bakery,0.0,Indore
Dolly Kitchen,3.89446135316808,400.0,"North Indian,Indian",0.0,Indore
Pizza Culture,3.89446135316808,200.0,"Beverages,Pastas",0.0,Indore
Oh indore flavour of jail ( pure veg ),3.89446135316808,300.0,"Indian,Chinese",0.0,Indore
Cake Wala,3.5,200.0,"Bakery,Desserts",100.0,Indore
Cakes N Craft,3.89446135316808,250.0,"Bakery,Desserts",0.0,Indore
CHAI KE NASHEDI,3.89446135316808,250.0,"Beverages,Fast Food",0.0,Indore
Upvaas,4.0,100.0,"North Indian,Home Food",500.0,Indore
Shree Nathji Ki Rasoi,3.89446135316808,150.0,Indian,0.0,Indore
Pishori Restaurant,3.8,450.0,"North Indian,Chinese",500.0,Indore
Indori chat and Indori caterers,3.7,150.0,"Chaat,Desserts",20.0,Indore
Punjabi Tadka Restaurant,3.7,300.0,North Indian,50.0,Indore
McDonald's Gourmet Burger Collection,3.4,500.0,"Burgers,Beverages",20.0,Indore
Bhaijaan's Biryani,3.89446135316808,500.0,Biryani,0.0,Indore
Cake and more,3.89446135316808,400.0,"Bakery,Sweets",0.0,Indore
BUTTER TAWA CHICKEN,3.89446135316808,300.0,North Indian,0.0,Indore
Bittu Ji Soya Chaap Wale,3.89446135316808,300.0,"North Indian,Indian",0.0,Indore
Pizza Hut,3.4,350.0,Pizzas,500.0,Indore
SINGH ZAIKA,3.89446135316808,300.0,"Chinese,Indian",0.0,Indore
Krozzon By Masters Bakery,3.89446135316808,500.0,"Beverages,Pizzas",0.0,Indore
Agarwal Cakes & Bakery,2.3,100.0,"Bakery,Desserts",20.0,Indore
SHIV SHAKTI DHABA,3.89446135316808,150.0,"North Indian,Chinese",0.0,Indore
Wah Wah Chaap,3.8,300.0,"Indian,Chinese",20.0,Indore
By Home,3.89446135316808,150.0,"Indian,Thalis",0.0,Indore
Arihant Sandwich,3.89446135316808,200.0,"Snacks,Fast Food",0.0,Indore
NOOR SNACKS,3.89446135316808,200.0,Arabian,0.0,Indore
Hotel Sonash By Golden Treat,3.89446135316808,350.0,"North Indian,Chinese",0.0,Indore
Jain namkeen & Chinese,3.89446135316808,250.0,Chinese,0.0,Indore
SHREE VIJAY JI KE PARATHE & BHOJNALAYA,3.89446135316808,300.0,"Indian,Fast Food",0.0,Indore
Love To Serve,3.89446135316808,200.0,"Indian,Chinese",0.0,Indore
Test of indore,3.89446135316808,150.0,"Fast Food,American",0.0,Indore
V. R. Chinese Food,3.89446135316808,250.0,"Chinese,Beverages",0.0,Indore
THE CAKE FANTASTIC,3.89446135316808,150.0,"Bakery,Ice Cream Cakes",0.0,Indore
Kwality Walls Frozen Dessert and Ice Cream Shop,3.89446135316808,300.0,Ice Cream,0.0,Indore
Pooja Cakes Bakery,3.89446135316808,200.0,Bakery,0.0,Indore
TEA TOWN,3.89446135316808,100.0,Pizzas,0.0,Indore
Cake Me,3.89446135316808,550.0,"Bakery,Desserts",0.0,Indore
Delhi Darbar Dhaba,3.89446135316808,500.0,North Indian,0.0,Indore
Pizza Maker,3.89446135316808,300.0,"Fast Food,Snacks",0.0,Indore
Raju Bhai ka Dhaba (Mansha Foods),3.9,250.0,"North Indian,South Indian",500.0,Indore
Delicious Treat Bakery,3.89446135316808,350.0,Bakery,0.0,Indore
MUMBAI VADA PAV,4.1,250.0,"Maharashtrian,Snacks",50.0,Indore
Lig Maggi Pasta,3.89446135316808,200.0,"Snacks,Pastas",0.0,Indore
CHAI BISKUT CAFE,3.89446135316808,200.0,"Beverages,Fast Food",0.0,Indore
Sher E Punjab,3.89446135316808,300.0,Fast Food,0.0,Indore
Aai Ki Rasoi,3.89446135316808,200.0,Indian,0.0,Indore
INDI SOUTH,3.89446135316808,250.0,"South Indian,Indian",0.0,Indore
TEAWAY,3.89446135316808,150.0,Beverages,0.0,Indore
The Cake Company,3.89446135316808,200.0,Bakery,0.0,Indore
Preetam Bakes & Cakes,3.89446135316808,250.0,"Chaat,Bakery",0.0,Indore
Oye Pappe,4.0,200.0,"North Indian,Fast Food",20.0,Indore
Biryani Affairs,3.4,250.0,"Biryani,Tandoor",20.0,Indore
WHITE SMOKE CAFE & BBQ,3.89446135316808,200.0,"Indian,Snacks",0.0,Indore
Chai ka shaay,3.89446135316808,80.0,"Beverages,Fast Food",0.0,Indore
KANHA SANDWICH,3.89446135316808,200.0,"Fast Food,Italian",0.0,Indore
"NANAJI BHOJNALAYA, MESS AND TIFFIN CENTER",3.89446135316808,150.0,"North Indian,Desserts",0.0,Indore
SHREE SHYAM BHOJNALAY,3.89446135316808,250.0,"North Indian,Thalis",0.0,Indore
test & you,3.89446135316808,999.0,North Indian,0.0,Indore
Mp09 Chicken Biryani,3.89446135316808,200.0,Biryani,0.0,Indore
la pinoz pizza-Bhawarkuan,3.8,250.0,"Pizzas,Fast Food",100.0,Indore
GIGUS SANDWICH,3.89446135316808,300.0,"Fast Food,Chinese",0.0,Indore
Chicken Affair,3.4,200.0,"North Indian,Biryani",50.0,Indore
YUM YUM INDORE CAFE,3.89446135316808,250.0,"Indian,Pizzas",0.0,Indore
Krishna Fast Food and Restaurant,3.89446135316808,199.0,"Fast Food,Beverages",0.0,Indore
First Bites,3.89446135316808,200.0,"Fast Food,Snacks",0.0,Indore
shree shyam takeaway,3.89446135316808,200.0,"Beverages,Desserts",0.0,Indore
Tasty Bites,3.89446135316808,250.0,"Chinese,Snacks",0.0,Indore
Zayka's of indori,3.89446135316808,150.0,"Fast Food,Indian",0.0,Indore
Singh Cafe Bar,3.89446135316808,300.0,"Fast Food,Beverages",0.0,Indore
AMRITSARI ZAIKA,3.89446135316808,300.0,North Indian,0.0,Indore
Darshan Cafe & Bakers,3.89446135316808,100.0,"Chinese,Indian",0.0,Indore
Nafees restaurant,4.0,400.0,"North Indian,Chinese",1000.0,Indore
GUP SHUP CAFE,3.89446135316808,200.0,"Fast Food,Snacks",0.0,Indore
Punajbi Zayka,3.89446135316808,100.0,North Indian,0.0,Indore
Chicken Point,3.3,500.0,"North Indian,Mughlai",100.0,Indore
NATURE CAFE,3.89446135316808,500.0,"Cafe,Beverages",0.0,Indore
CHAI BAR,3.89446135316808,250.0,"Beverages,Fast Food",0.0,Indore
KINGS QUEEN CAFE,3.89446135316808,200.0,"Chinese,Beverages",0.0,Indore
ZUBY'S Fast 'N' Foodious,3.9,250.0,Fast Food,50.0,Indore
MOMO DOUGH,3.7,300.0,"Chinese,Snacks",20.0,Indore
Noor Bakery,3.89446135316808,200.0,"Fast Food,Haleem",0.0,Indore
"Maharaja Chaap - The Multi Cuisine Veg,  Restauran",3.8,250.0,"Indian,Chinese",20.0,Indore
Pizzawala,3.89446135316808,200.0,Pizzas,0.0,Indore
RUBS Punjabi Rasoi,3.7,150.0,Indian,20.0,Indore
Roll Point By Wraps And Rice,3.0,300.0,"Chinese,Fast Food",20.0,Indore
Raj Laxmi Chaat Center,3.89446135316808,70.0,"Street Food,Indian",0.0,Indore
Jaanu Chinese Corner,3.89446135316808,150.0,"Chinese,North Indian",0.0,Indore
Hotel Royal Palace,3.89446135316808,300.0,"North Indian,Chinese",0.0,Indore
Ujjaine Toast,3.89446135316808,200.0,"Indian,Tandoor",0.0,Indore
Cafe Pizzazz,3.2,150.0,"Pizzas,Snacks",20.0,Indore
JOHNSON ICE CREAM,3.89446135316808,300.0,Ice Cream,0.0,Indore
The Vegi rice,3.89446135316808,200.0,"North Indian,Combo",0.0,Indore
BLACK MUGS CAFE,3.89446135316808,200.0,Chinese,0.0,Indore
Burger & Meal By Oiya,3.89446135316808,400.0,"American,Fast Food",0.0,Indore
Faasos - Wraps & Rolls,4.0,200.0,"Fast Food,Snacks",500.0,Indore
Spring Onion,3.3,200.0,"Chinese,Combo",100.0,Indore
The Second Wife,3.4,150.0,"North Indian,Chinese",500.0,Indore
Oven Story Pizza,3.9,400.0,Pizzas,500.0,Indore
Behrouz Biryani,4.2,500.0,"Biryani,Mughlai",100.0,Indore
Sweet Truth - Cake and Desserts,4.2,450.0,"Ice Cream,Bakery",100.0,Indore
Indori zayka,3.89446135316808,300.0,"Indian,Italian-American",0.0,Indore
Firangi Bake,4.2,400.0,"Italian,Mexican",20.0,Indore
Dadi ki rasoi,3.89446135316808,300.0,"North Indian,Italian",0.0,Indore
Jain Mithai Bhandar (JMB),4.2,250.0,"North Indian,Chinese",500.0,Indore
YAARI VIBES,3.89446135316808,250.0,"North Indian,Beverages",0.0,Indore
THE LORD OF KITCHENS,3.89446135316808,300.0,"North Indian,Chinese",0.0,Indore
Ambika Sweets,3.89446135316808,250.0,"Indian,Snacks",0.0,Indore
Kolkata Kebab Roll's,3.89446135316808,200.0,"Snacks,Indian",0.0,Indore
Aamchi Mumbai,3.89446135316808,300.0,Street Food,0.0,Indore
Arabian Foods,3.89446135316808,200.0,"Arabian,North Indian",0.0,Indore
Apna Sweets,4.2,500.0,"North Indian,Sweets",1000.0,Indore
Shivsagar Restaurant Patidar Dal Bafle,3.89446135316808,200.0,"Indian,Snacks",0.0,Indore
SNACKindia,3.89446135316808,150.0,"Snacks,Fast Food",0.0,Indore
BOX 18,3.89446135316808,300.0,"North Indian,Thalis",0.0,Indore
LunchBox - Meals and Thalis,3.9,200.0,"North Indian,Punjabi",100.0,Indore
TRISHA FOODS,2.8,300.0,"Indian,Chinese",20.0,Indore
SIDDHARTH SANDWICH CORNER AND JUICE CENTER,3.89446135316808,400.0,Indian,0.0,Indore
Gurukripa Bhojnayalay,3.89446135316808,300.0,"Snacks,Chinese",0.0,Indore
Ananya Recipes,3.89446135316808,300.0,"North Indian,Chinese",0.0,Indore
Dilli Darbar Family Restaurant,3.9,500.0,Indian,50.0,Indore
Rice on Door,3.89446135316808,249.0,"North Indian,Indian",0.0,Indore
FOI,3.89446135316808,200.0,"Fast Food,Pizzas",0.0,Indore
99 Pancakes,4.1,300.0,"Desserts,Beverages",100.0,Indore
The Country Wok,3.2,300.0,"Chinese,Beverages",20.0,Indore
Icy Spicy,3.89446135316808,200.0,"Indian,Chinese",0.0,Indore
Rasoi Punjabi,4.2,300.0,"North Indian,Punjabi",20.0,Indore
Kolkata Roll,2.8,200.0,Chinese,100.0,Indore
Be My Biryani,3.89446135316808,299.0,"Indian,Biryani",0.0,Indore
Cake Korner Bakery & Cafe,3.89446135316808,400.0,"Fast Food,Snacks",0.0,Indore
Lootel Cafe-AICTSL,3.89446135316808,250.0,Beverages,0.0,Indore
Saju Chef's Biryani,4.1,300.0,Biryani,50.0,Indore
Quadri n quadri,3.2,250.0,"Indian,Middle Eastern",20.0,Indore
Odonna wood fire grill,3.89446135316808,600.0,"Italian,Continental",0.0,Indore
Atul Sandwich And Cafe,3.8,150.0,"Chinese,North Indian",100.0,Indore
Royal Sandwich,3.89446135316808,250.0,"Indian,Chinese",0.0,Indore
The Rice Box,3.89446135316808,200.0,"North Indian,Indian",0.0,Indore
shri chinmaya fast food,3.89446135316808,200.0,Chinese,0.0,Indore
Hot And Sweet Cafe,3.89446135316808,300.0,"Pizzas,Fast Food",0.0,Indore
KHICHDI WALA,3.3,250.0,Indian,50.0,Indore
IFC - Indo Food Cart,3.89446135316808,100.0,"Beverages,Snacks",0.0,Indore
Jain Bake Studio,3.89446135316808,200.0,Bakery,0.0,Indore
The Biryani Life,4.1,200.0,"Biryani,Hyderabadi",20.0,Indore
Veg Legacy,3.7,200.0,"North Indian,Thalis",1000.0,Indore
OSHEENA KITCHEN,3.89446135316808,200.0,Indian,0.0,Indore
DIBBA THE HOME MADE GOODNESS,3.89446135316808,500.0,North Indian,0.0,Indore
The Viking's Cafe,3.89446135316808,200.0,"Beverages,Fast Food",0.0,Indore
Veg Food Factory,3.89446135316808,300.0,"North Indian,Chinese",0.0,Indore
Chintu's Make My Momos,3.89446135316808,200.0,"Chinese,Snacks",0.0,Indore
Shiva Chinese Wok,4.3,250.0,"Chinese,North Indian",50.0,Indore
Starbucks Coffee,4.0,400.0,"Beverages,Ice Cream",100.0,Indore
The Urban Gumti,3.5,300.0,North Indian,50.0,Indore
MIDNIGHT CAFE,3.89446135316808,150.0,"Beverages,Fast Food",0.0,Indore
SNS Snooker & Everfresh,3.89446135316808,200.0,Continental,0.0,Indore
The Cuisinette,3.89446135316808,400.0,"Chinese,Salads",0.0,Indore
99 BIRYANI,3.89446135316808,300.0,Biryani,0.0,Indore
Arth Kitchen,3.5,200.0,"North Indian,Chinese",50.0,Indore
Shawarma Kings,3.89446135316808,200.0,"Lebanese,Biryani",0.0,Indore
Virgin Food,3.89446135316808,300.0,Indian,0.0,Indore
Tushti Organic,3.89446135316808,280.0,Indian,0.0,Indore
DAMANI KITCHEN,3.89446135316808,350.0,"North Indian,South Indian",0.0,Indore
Shree special Chinese,3.89446135316808,200.0,Chinese,0.0,Indore
Shree Chinmaya Fast Food,3.89446135316808,150.0,"Chinese,Snacks",0.0,Indore
Bombay Buns,2.5,100.0,"Maharashtrian,Snacks",50.0,Indore
SOLANKI NAMKEEN,3.89446135316808,150.0,"North Indian,Indian",0.0,Indore
Chocolate Daddy,3.89446135316808,150.0,"Indian,Beverages",0.0,Indore
